gene	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IGF2BP2	0.041491377	0.026855156	-0.099583522	-0.139181708	-0.067926233	-0.003544704	0.002241354	-0.215819493	-0.034138872	0.073775234	-0.080981258	-0.166194755	-0.132595626	-0.03334985
IGF2BP3	0.003780408	0.02158098	0.049304702	-0.094638555	0.102323496	-0.039565662	0.141885149	-0.083482106	-0.071183015	0.024888284	-0.01028459	0.062919271	-0.083280902	0.085401518
IGF2R	-0.157864386	-0.201885737	-0.028087303	-0.037424448	-0.207638447	-0.124517823	-0.247585233	-0.144489903	-0.093895092	-0.161412363	-0.253564109	-0.142842763	-0.445012051	-0.086509332
IGFALS	-0.077001693	-0.047767963	-0.224257344	-0.025057807	-0.010325077	-0.060564122	-0.10730645	-0.123193312	0.001987251	0.018792284	-0.068169962	-0.113092664	-0.19134969	-0.033847819
IGFBP1	-0.083951294	-0.017166525	0.02276989	-0.04520208	-0.120841686	-0.117872231	-0.088552357	-0.165643072	-0.058196468	-0.080388274	-0.031499963	-0.014111291	-0.00243819	-0.026812087
IGFBP2	-0.036210024	-0.000123017	-0.002207025	-0.032758282	-0.000176598	0.049388626	-0.02123373	0.041978892	-0.088838707	-0.033184273	0.04284784	-0.018236412	0.004967901	-0.005124521
IGFBP3	-0.010381796	0.053602508	0.007304431	-0.00728631	0.012409913	0.021583236	0.009405777	0.013325355	0.010657462	0.016929795	0.063220788	0.029753385	-0.011792004	-0.012420862
IGFBP4	-0.078391079	-0.051124132	-0.046259698	-0.14760415	-0.016104789	-0.087600091	-0.062998107	-0.021328371	-0.084883278	-0.074412614	-0.018379978	-0.061388603	0.054373357	-0.023213307
IGFBP5	-0.14450443	-0.033438753	-0.16584084	-0.07059399	-0.097219467	-0.087106465	0.045355888	-0.097648605	-0.057474157	-0.066055517	-0.014936501	-0.063602767	-0.115731788	-0.055706849
IGFBP6	-0.207123361	-0.329271276	-0.12693183	-0.142114479	-0.160893427	-0.073110982	-0.224185951	-0.186495836	-0.307121749	-0.183053579	-0.228534977	-0.166309861	-0.162635213	-0.195158598
IGFBP7	-0.269262953	-0.226004427	-0.192794265	-0.200634746	-0.129523496	-0.099069856	-0.290173058	-0.080522813	-0.320849032	-0.183414551	-0.143713295	-0.123317397	-0.055663054	-0.027235435
IGFBPL1	0.183604875	0.040681091	0.06096041	0.032651436	0.101630507	0.037150869	-0.018739715	0.097636403	0.051030433	0.050465344	0.030383568	0.009036266	0.06952691	0.069783336
IGFL1	-0.008971294	0.056510871	0.08139803	-0.093429068	-0.024154848	-0.152140752	-0.022204028	-0.039885027	-0.024144657	0.08870196	-0.04713489	-0.058045941	0.065997557	0.013536325
IGFL2	0.014560222	0.061905305	0.047970971	0.018723079	-0.022211605	0.004218994	0.057063095	0.058066431	0.063101063	0.036610273	0.076515254	0.070930592	0.099725304	-0.000832354
IGFL3	0.250294009	0.12884088	0.133708243	0.11521004	0.186714282	0.101985398	0.160563006	0.100150245	0.122317671	0.132057712	0.193171195	0.148304196	0.262269872	0.076424387
IGFL4	0.068666181	0.163083657	0.064501544	-0.000344143	0.102773204	-0.092302016	0.013816728	0.020616309	0.016432389	0.085124155	0.062432172	0.048121641	0.073995228	0.067776257
IGFLR1	-0.156522237	-0.025315756	0.002452686	-0.103613436	-0.080684456	0.004726955	-0.071421929	-0.089862855	-0.003251741	-0.062052938	-0.025630469	-0.107613495	-0.064550067	0.011671017
IGFN1	-0.412729671	-0.2809679	-0.391433731	-0.4496643	-0.302833924	-0.41146073	-0.507115293	-0.311045439	-0.451220409	-0.507466702	-0.459281413	-0.419607659	-0.44118418	-0.585388948
IGHMBP2	-0.451435717	-0.254461456	-0.103477321	-0.170955891	-0.114426234	-0.244580978	-0.077809043	-0.127337082	-0.429788853	-0.088416559	-0.119418916	-0.162739159	-0.279552073	-0.078557936
IGIP	0.069796581	0.103329007	0.068343618	0.129683052	0.13126904	0.036743526	0.08509319	0.0868873	0.147732935	0.116305358	0.087599006	0.041655162	0.08833467	0.103590077
IGJ	0.223122646	0.06951114	0.126181461	0.205706069	0.105878991	0.112596092	0.029300658	0.148794356	0.074218675	0.097883328	0.092078123	0.074499851	0.158440072	0.019942548
IGLL1	-0.075221475	-0.204846947	-0.129999838	-0.151853931	-0.207639059	-0.07808355	-0.071469133	-0.033568379	-0.106625561	-0.1081883	-0.185211891	-0.054921731	-0.233634049	-0.109421591
IGLL5	0.120928655	0.112086927	0.165169757	0.116866649	0.221159949	0.010229981	0.116051398	0.18298808	0.039792154	0.097240474	0.132496051	-0.003974472	-0.06201763	0.010378107
IGLON5	-0.018644628	0.145225677	0.02036174	-0.025996243	0.026391079	-0.061543916	0.008171581	0.057587684	0.042059329	0.034557854	0.037397786	0.025297096	0.114824212	0.054007368
IGSF10	-0.109288016	-0.070764773	0.093575093	-0.112894227	-0.048038634	-0.08571842	-0.03639681	-0.004166688	0.012607115	-0.049484046	0.036834696	-0.036914723	-0.113423957	0.05476798
IGSF11	0.076585492	-0.012931944	0.071412857	-0.053055348	0.049204334	-0.074740408	-0.08660455	0.160056457	0.012969355	-0.026472192	-0.018147984	0.043626289	0.021938423	-0.03067767
IGSF21	-0.050318254	-0.140456869	-0.074308302	-0.26042103	-0.18219923	-0.254135669	-0.009381863	-0.120288955	-0.219567376	-0.176592966	-0.079185729	-0.119745505	-0.246545527	-0.04978669
IGSF22	0.094656687	0.074725028	0.045308501	0.067445261	0.032391784	0.156081378	0.038666804	-0.062587057	-0.062014739	0.016544834	0.020174917	-0.006383556	0.08459222	0.056526977
IGSF23	0.064401644	-0.111585933	-0.023994373	0.054774218	-0.06904876	-0.051301762	-0.00787478	-0.041762193	-0.036784874	-0.047058201	-0.137650008	-0.114983105	-0.051728324	-0.028727794
IGSF3	-0.197071374	-0.263410092	-0.246950896	-0.146328432	-0.168703649	-0.179304622	-0.180696346	-0.13475656	-0.236591534	-0.21630261	-0.261092106	-0.183964569	-0.290581916	-0.171503218
IGSF5	-0.026615865	-0.125879988	-0.04577471	-0.188369572	0.060239934	-0.016650405	0.061620611	0.061317961	-0.017722704	-0.002364786	-0.180638839	-0.013193068	0.080726697	-0.109185381
IGSF6	-0.027768318	0.063619787	-0.160040114	-0.087377627	0.123993421	-0.077365257	-0.031798229	-0.113983628	-0.036600024	-0.064108152	-0.093655406	-0.142467162	-0.113759268	-0.051347207
IGSF8	-0.055832053	0.035640669	0.034356946	0.057184328	0.022083702	0.055736063	0.033417903	0.009468013	-0.034587104	0.014390484	-0.074618892	0.055397315	0.033461793	0.069667194
IGSF9	0.027364894	-0.025057746	0.085377187	0.008919028	-0.191443942	-0.185557533	-0.042260738	-0.355268834	-0.010009821	-0.093157406	-0.164755596	-0.053983328	-0.323284716	-0.01111135
IGSF9B	-0.005304398	-0.214175874	-0.135057773	-0.253495545	-0.274078097	-0.172424931	-0.23710495	-0.254862503	-0.310768538	-0.17532048	-0.011512452	-0.107233808	-0.251425929	-0.183226272
IHH	0.08441364	0.071159513	0.051280798	-0.019733921	-0.049146104	0.046575835	0.060256493	0.035572738	-0.038961924	0.075921152	0.029277311	0.019535766	0.090476478	0.019690699
IK	-0.385163869	-0.553598099	-0.378423859	-0.484027465	-0.389820569	-0.52552491	-0.491288764	-0.487942878	-0.549326655	-0.549653771	-0.515510139	-0.368853291	-0.436063765	-0.401372427
IKBIP	0.089732548	-0.033049184	0.12513753	0.050308796	-0.094872171	0.032424045	0.017455731	0.057554974	-0.016703479	0.082522008	0.116796053	0.067605432	0.040858117	0.021177721
IKBKAP	-0.735846585	-0.885911802	-0.780701798	-0.876061353	-0.750860195	-0.700770708	-0.653511699	-0.708943126	-0.540797782	-0.718963318	-0.70416495	-0.868583475	-0.812676845	-0.460096381
IKBKB	-0.272153653	-0.26265216	-0.279419088	-0.280340351	-0.097387961	-0.017486891	-0.459588745	-0.11696208	-0.371134582	-0.266041921	-0.133916059	-0.176657258	-0.233308427	-0.012526492
IKBKE	0.124312079	-0.069873166	0.04397574	-0.143119172	-0.026377842	-0.019288124	-0.112755031	-0.083638209	-0.017774138	0.031474945	-0.101921894	-0.063885959	-0.08315297	-0.028924767
IKZF1	-0.733528324	-0.23850305	-0.569287744	-0.848898936	-0.696156701	-0.826309805	-0.63365857	-0.689026295	-0.73116655	-0.405439859	-0.819879934	-0.274909864	-0.370884464	-0.615636387
IKZF2	0.07787421	0.152022884	0.028960493	0.087009491	0.016535576	0.037394252	0.071310784	0.019074798	-0.011602051	0.043631813	-0.058609151	0.012469338	0.036902639	0.006348006
IKZF3	-0.081272982	-0.020121443	-0.077594285	-0.239212514	-0.062769217	-0.147969935	-0.125450187	-0.182513048	-0.094053624	0.013716399	-0.000362458	-0.01333204	-0.06464162	-0.026931119
IKZF4	-0.141274143	-0.23607419	-0.222003382	-0.283215599	-0.182692171	-0.117519453	-0.135617477	-0.054121062	-0.064825153	-0.080105826	-0.019220844	-0.227341953	-0.126560864	-0.167891247
IKZF5	0.07319688	0.094318578	0.079789135	0.058444371	0.129265263	0.101203531	0.113000345	0.160077611	0.140327246	0.153437998	0.213859924	-0.06652227	0.207412688	0.001860825
IL10	0.101960614	0.067863912	0.082804755	0.108890971	0.073272714	0.097805792	0.033472486	0.053789114	0.113432859	0.087897374	0.049360542	0.138465573	0.044473436	0.034555078
IL10RA	-0.276408082	-0.069926515	0.005445294	-0.114146829	-0.050194427	0.064915148	-0.167080494	-0.102828011	-0.249995169	-0.108481404	-0.034831198	-0.063182036	-0.05473935	-0.08321759
IL10RB	0.012356854	-0.10758796	-0.093113796	-0.13053164	-0.014560658	-0.181502451	-0.006424876	-0.067084583	-0.088791311	-0.103632418	0.051107514	-0.048247201	0.013842861	-0.033214583
IL11	0.166194278	0.179133269	0.183379178	0.068669452	0.082426307	0.135730757	0.272065493	0.156012252	0.105449344	0.09698673	0.115237775	0.014428749	-0.050178193	0.070165987
IL11RA	-0.150310192	-0.252002224	-0.119161555	-0.144191001	0.028251198	-0.247429913	-0.198172903	-0.000613424	-0.213512348	-0.035426872	-0.243502974	-0.217983726	-0.273808075	-0.104390545
